train_loss,val_loss
1.951408e-02,1.379319e-02
1.394440e-02,1.482506e-02
1.322991e-02,1.228296e-02
1.281746e-02,1.296035e-02
1.251775e-02,1.223677e-02
1.227448e-02,1.334692e-02
1.210700e-02,1.248208e-02
1.198684e-02,1.199537e-02
1.189196e-02,1.196283e-02
1.181856e-02,1.131570e-02
1.175943e-02,1.170047e-02
1.170756e-02,1.172896e-02
1.165625e-02,1.160048e-02
1.161429e-02,1.153045e-02
1.158127e-02,1.111974e-02
1.154674e-02,1.140378e-02
1.151698e-02,1.145061e-02
1.148729e-02,1.118633e-02
1.146929e-02,1.174041e-02
1.144150e-02,1.130567e-02
1.142559e-02,1.143422e-02
1.139991e-02,1.169671e-02
1.138010e-02,1.103675e-02
1.135938e-02,1.152880e-02
1.134588e-02,1.192554e-02
1.133108e-02,1.182458e-02
1.132023e-02,1.107149e-02
1.130455e-02,1.150350e-02
1.129134e-02,1.147626e-02
1.127767e-02,1.127045e-02
1.127054e-02,1.140938e-02
1.126029e-02,1.122633e-02
1.125052e-02,1.099050e-02
1.124091e-02,1.144593e-02
1.123563e-02,1.115296e-02
1.122756e-02,1.114778e-02
1.121939e-02,1.118735e-02
1.121241e-02,1.087955e-02
1.120323e-02,1.125738e-02
1.119905e-02,1.106269e-02
1.119231e-02,1.104166e-02
1.118463e-02,1.137389e-02
1.117940e-02,1.127477e-02
1.117236e-02,1.098303e-02
1.116209e-02,1.121938e-02
1.115480e-02,1.140122e-02
1.114687e-02,1.090981e-02
1.114313e-02,1.111659e-02
1.113768e-02,1.165070e-02
1.113319e-02,1.097823e-02
1.112971e-02,1.108121e-02
1.112121e-02,1.102191e-02
1.111899e-02,1.088610e-02
