train_loss,val_loss
1.858513e-02,1.324264e-02
1.347759e-02,1.248003e-02
1.291281e-02,1.202609e-02
1.259501e-02,1.202109e-02
1.237346e-02,1.229558e-02
1.220810e-02,1.176775e-02
1.208554e-02,1.202648e-02
1.197478e-02,1.218478e-02
1.188450e-02,1.191574e-02
1.181372e-02,1.143547e-02
1.175090e-02,1.157930e-02
1.169738e-02,1.162810e-02
1.165373e-02,1.260905e-02
1.161305e-02,1.207922e-02
1.158184e-02,1.195540e-02
1.154946e-02,1.227949e-02
1.152478e-02,1.187480e-02
1.149652e-02,1.124859e-02
1.147655e-02,1.158068e-02
1.145478e-02,1.130396e-02
1.143302e-02,1.126579e-02
1.140756e-02,1.120548e-02
1.139506e-02,1.096617e-02
1.137692e-02,1.124523e-02
1.136130e-02,1.197714e-02
1.134589e-02,1.194825e-02
1.133151e-02,1.122385e-02
1.131980e-02,1.150033e-02
1.130405e-02,1.157245e-02
1.129164e-02,1.099347e-02
1.128273e-02,1.103656e-02
1.126783e-02,1.123725e-02
1.125595e-02,1.099964e-02
1.124322e-02,1.105457e-02
1.123432e-02,1.108414e-02
1.122199e-02,1.140617e-02
1.121439e-02,1.110615e-02
1.120720e-02,1.113493e-02
