train_loss,val_loss
1.819483e-02,1.495363e-02
1.326827e-02,1.262268e-02
1.272647e-02,1.268253e-02
1.240002e-02,1.217220e-02
1.217897e-02,1.241983e-02
1.202762e-02,1.169945e-02
1.191789e-02,1.146751e-02
1.183616e-02,1.142882e-02
1.175968e-02,1.193417e-02
1.169586e-02,1.248939e-02
1.164815e-02,1.142653e-02
1.160507e-02,1.117778e-02
1.156785e-02,1.142182e-02
1.153203e-02,1.145373e-02
1.150387e-02,1.130962e-02
1.147421e-02,1.132766e-02
1.144397e-02,1.122864e-02
1.142228e-02,1.198895e-02
1.139823e-02,1.146859e-02
1.137885e-02,1.208131e-02
1.135999e-02,1.154580e-02
1.134310e-02,1.111118e-02
1.133131e-02,1.117537e-02
1.131866e-02,1.129462e-02
1.130752e-02,1.107401e-02
1.129647e-02,1.102216e-02
1.128603e-02,1.109756e-02
1.127572e-02,1.111502e-02
1.126721e-02,1.115402e-02
1.125206e-02,1.131832e-02
1.124476e-02,1.102560e-02
1.123600e-02,1.119364e-02
1.122798e-02,1.122212e-02
1.121910e-02,1.136047e-02
1.121308e-02,1.133924e-02
1.120424e-02,1.140845e-02
1.119982e-02,1.102213e-02
1.119546e-02,1.128739e-02
1.118440e-02,1.163233e-02
1.117966e-02,1.107114e-02
1.117345e-02,1.118593e-02
