train_loss,val_loss
1.641290e-02,1.231379e-02
1.223895e-02,1.139536e-02
1.167192e-02,1.201186e-02
1.137232e-02,1.079801e-02
1.118319e-02,1.080014e-02
1.106884e-02,1.074107e-02
1.097782e-02,1.132350e-02
1.090175e-02,1.056037e-02
1.084113e-02,1.136147e-02
1.078017e-02,1.076620e-02
1.074004e-02,1.064080e-02
1.070442e-02,1.043521e-02
1.067197e-02,1.121357e-02
1.065648e-02,1.052845e-02
1.062739e-02,1.054621e-02
1.060558e-02,1.059643e-02
1.058675e-02,1.045622e-02
1.057374e-02,1.045536e-02
1.055871e-02,1.037539e-02
1.054494e-02,1.102083e-02
1.053407e-02,1.124674e-02
1.052293e-02,1.047650e-02
1.050758e-02,1.065014e-02
1.050103e-02,1.039202e-02
1.048867e-02,1.025012e-02
1.047931e-02,1.024757e-02
1.046821e-02,1.034620e-02
1.046177e-02,1.026450e-02
1.045203e-02,1.025979e-02
1.044644e-02,1.048382e-02
1.043793e-02,1.045179e-02
1.042969e-02,1.021409e-02
1.042172e-02,1.023591e-02
1.041244e-02,1.056657e-02
1.040574e-02,1.058080e-02
1.039763e-02,1.028830e-02
1.038914e-02,1.072658e-02
1.038414e-02,1.006764e-02
1.037341e-02,1.016830e-02
1.036773e-02,1.050289e-02
1.035781e-02,1.018048e-02
1.035086e-02,1.042387e-02
1.034782e-02,1.052700e-02
1.034135e-02,1.043310e-02
1.033716e-02,1.072663e-02
1.032637e-02,1.014165e-02
1.032161e-02,1.031613e-02
1.031633e-02,1.017113e-02
1.031186e-02,1.024238e-02
1.030516e-02,1.026164e-02
1.030215e-02,1.055165e-02
1.029909e-02,1.038872e-02
1.029738e-02,1.034267e-02
