train_loss,val_loss
1.620693e-02,1.252180e-02
1.223412e-02,1.147817e-02
1.169722e-02,1.134469e-02
1.139675e-02,1.132952e-02
1.120858e-02,1.106719e-02
1.108663e-02,1.126015e-02
1.098641e-02,1.074396e-02
1.091420e-02,1.092961e-02
1.084847e-02,1.141650e-02
1.079957e-02,1.049794e-02
1.075777e-02,1.070369e-02
1.072504e-02,1.041418e-02
1.069427e-02,1.055513e-02
1.067264e-02,1.053813e-02
1.064764e-02,1.037207e-02
1.062864e-02,1.098171e-02
1.061232e-02,1.067518e-02
1.059535e-02,1.078582e-02
1.058280e-02,1.042373e-02
1.056658e-02,1.047003e-02
1.055757e-02,1.054286e-02
1.054187e-02,1.035604e-02
1.052690e-02,1.042098e-02
1.051382e-02,1.037162e-02
1.050638e-02,1.030623e-02
1.049393e-02,1.042230e-02
1.048307e-02,1.037488e-02
1.047800e-02,1.057008e-02
1.047163e-02,1.031898e-02
1.046363e-02,1.062894e-02
1.045751e-02,1.017826e-02
1.044781e-02,1.015483e-02
1.044074e-02,1.053332e-02
1.043555e-02,1.030850e-02
1.043010e-02,1.038757e-02
1.042223e-02,1.053173e-02
1.041838e-02,1.039579e-02
1.041684e-02,1.051385e-02
1.040651e-02,1.073753e-02
1.040411e-02,1.053811e-02
1.039562e-02,1.050114e-02
1.038731e-02,1.040065e-02
1.038474e-02,1.041560e-02
1.037993e-02,1.007327e-02
1.037609e-02,1.019245e-02
1.037240e-02,1.033738e-02
1.036738e-02,1.041491e-02
1.036548e-02,1.038905e-02
1.035973e-02,1.033681e-02
1.035789e-02,1.021719e-02
1.035321e-02,1.018034e-02
1.034966e-02,1.018982e-02
1.034980e-02,1.014043e-02
1.034688e-02,1.020555e-02
1.034089e-02,1.023826e-02
1.034076e-02,1.019868e-02
1.033546e-02,1.053242e-02
1.033622e-02,1.072909e-02
1.033446e-02,1.038426e-02
