train_loss,val_loss
1.613944e-02,1.204819e-02
1.224268e-02,1.220853e-02
1.171828e-02,1.152464e-02
1.143542e-02,1.117256e-02
1.124264e-02,1.147395e-02
1.112238e-02,1.064431e-02
1.101112e-02,1.170031e-02
1.092733e-02,1.126291e-02
1.086813e-02,1.068091e-02
1.081660e-02,1.070823e-02
1.078069e-02,1.114339e-02
1.074629e-02,1.039519e-02
1.071969e-02,1.065055e-02
1.069871e-02,1.087251e-02
1.067404e-02,1.048893e-02
1.065436e-02,1.020458e-02
1.063688e-02,1.038215e-02
1.061940e-02,1.156463e-02
1.060850e-02,1.050840e-02
1.058511e-02,1.084519e-02
1.057164e-02,1.114603e-02
1.055729e-02,1.032405e-02
1.054598e-02,1.038164e-02
1.053215e-02,1.043176e-02
1.052245e-02,1.033753e-02
1.051143e-02,1.069070e-02
1.049938e-02,1.088528e-02
1.048763e-02,1.054916e-02
1.047946e-02,1.048925e-02
1.047142e-02,1.036823e-02
1.046267e-02,1.036589e-02
