train_loss,val_loss
1.149705e-02,7.589983e-03
7.396733e-03,7.104885e-03
6.946638e-03,6.631234e-03
6.699776e-03,6.799734e-03
6.528372e-03,7.050559e-03
6.406129e-03,6.619928e-03
6.306888e-03,5.951175e-03
6.222706e-03,6.068696e-03
6.151454e-03,5.848374e-03
6.087964e-03,5.678775e-03
6.038522e-03,5.775188e-03
5.994316e-03,5.781714e-03
5.954267e-03,5.642027e-03
5.922097e-03,5.914513e-03
5.893155e-03,6.215920e-03
5.869752e-03,5.637446e-03
5.846392e-03,5.587971e-03
5.825638e-03,5.726829e-03
5.808702e-03,5.760268e-03
5.789072e-03,6.052308e-03
5.776770e-03,5.829609e-03
5.764299e-03,5.442696e-03
5.752398e-03,5.803047e-03
5.740314e-03,5.570033e-03
5.727560e-03,6.222076e-03
5.718229e-03,5.641504e-03
5.704905e-03,5.806172e-03
5.694805e-03,5.872864e-03
5.684102e-03,5.472762e-03
5.672871e-03,5.757824e-03
5.660937e-03,5.668869e-03
5.653108e-03,5.654938e-03
5.645883e-03,6.275495e-03
5.636921e-03,5.527168e-03
5.630141e-03,5.931610e-03
5.623250e-03,5.384689e-03
5.615666e-03,5.589350e-03
5.609591e-03,6.097203e-03
5.601513e-03,5.401861e-03
5.598478e-03,5.439517e-03
5.590043e-03,5.458779e-03
5.585897e-03,5.880254e-03
5.581033e-03,5.955411e-03
5.572619e-03,5.592319e-03
5.568011e-03,5.518410e-03
5.560320e-03,5.458197e-03
5.557014e-03,5.410813e-03
5.555182e-03,5.758579e-03
5.549111e-03,5.672582e-03
5.542877e-03,5.825314e-03
5.542555e-03,5.337897e-03
5.536470e-03,5.577036e-03
5.534633e-03,5.272373e-03
5.530147e-03,5.366165e-03
5.527643e-03,5.486092e-03
5.522187e-03,5.518343e-03
5.517284e-03,5.417055e-03
5.515903e-03,5.347965e-03
5.512885e-03,5.447192e-03
5.511017e-03,5.363481e-03
5.506725e-03,5.650721e-03
5.505208e-03,5.457277e-03
5.502254e-03,5.713481e-03
5.502238e-03,5.377327e-03
5.499247e-03,5.725781e-03
5.495905e-03,5.336268e-03
5.496520e-03,5.651298e-03
5.491639e-03,5.616161e-03
