train_loss,val_loss
4.273341e-02,2.257418e-02
2.099925e-02,1.847697e-02
1.803285e-02,1.596845e-02
1.656178e-02,1.542140e-02
1.581361e-02,1.455412e-02
1.524473e-02,1.399462e-02
1.485684e-02,1.375007e-02
1.456286e-02,1.440721e-02
1.432026e-02,1.356139e-02
1.410351e-02,1.603002e-02
1.399399e-02,1.301293e-02
1.384333e-02,1.289283e-02
1.374365e-02,1.350397e-02
1.362925e-02,1.467430e-02
1.354231e-02,1.474669e-02
1.347183e-02,1.446453e-02
1.339542e-02,1.293400e-02
1.333367e-02,1.344650e-02
1.330272e-02,1.368091e-02
1.319740e-02,1.332456e-02
1.314924e-02,1.347549e-02
1.307904e-02,1.225951e-02
1.302701e-02,1.253013e-02
1.297022e-02,1.316133e-02
1.294527e-02,1.288820e-02
1.289803e-02,1.301472e-02
1.285939e-02,1.329507e-02
1.281632e-02,1.294208e-02
1.276292e-02,1.266121e-02
1.274452e-02,1.331392e-02
1.268348e-02,1.212015e-02
1.266972e-02,1.372823e-02
1.265736e-02,1.247807e-02
1.260146e-02,1.335813e-02
1.258958e-02,1.224808e-02
1.253307e-02,1.406141e-02
1.255796e-02,1.291817e-02
1.248901e-02,1.187461e-02
1.246421e-02,1.201670e-02
1.246217e-02,1.234222e-02
1.243457e-02,1.241136e-02
1.241668e-02,1.230880e-02
1.239783e-02,1.267786e-02
1.235027e-02,1.185626e-02
1.233849e-02,1.170385e-02
1.233781e-02,1.226776e-02
1.230458e-02,1.299577e-02
1.228734e-02,1.197640e-02
1.226532e-02,1.245746e-02
1.228122e-02,1.324660e-02
1.222701e-02,1.202566e-02
1.222129e-02,1.286402e-02
1.220908e-02,1.301821e-02
1.218184e-02,1.265332e-02
1.217535e-02,1.263777e-02
1.215781e-02,1.229382e-02
1.214391e-02,1.174480e-02
1.210253e-02,1.231903e-02
1.212690e-02,1.216971e-02
1.210295e-02,1.216105e-02
