train_loss,val_loss
1.679714e-02,1.276410e-02
1.303696e-02,1.239772e-02
1.250717e-02,1.232746e-02
1.222217e-02,1.185861e-02
1.202733e-02,1.157285e-02
1.190089e-02,1.191417e-02
1.180794e-02,1.173591e-02
1.173832e-02,1.142227e-02
1.167179e-02,1.204142e-02
1.162272e-02,1.159005e-02
1.158938e-02,1.220894e-02
1.155623e-02,1.182758e-02
1.152968e-02,1.115841e-02
1.149956e-02,1.132411e-02
1.147932e-02,1.135635e-02
1.146067e-02,1.108002e-02
1.143694e-02,1.135296e-02
1.142329e-02,1.152910e-02
1.140380e-02,1.191198e-02
1.139049e-02,1.155265e-02
1.137649e-02,1.158604e-02
1.136572e-02,1.158431e-02
1.135745e-02,1.111780e-02
1.134822e-02,1.108001e-02
1.133758e-02,1.140682e-02
1.133215e-02,1.136423e-02
1.132451e-02,1.170573e-02
1.131374e-02,1.155840e-02
1.130894e-02,1.133610e-02
1.130190e-02,1.135771e-02
1.129646e-02,1.135176e-02
