train_loss,val_loss
1.690060e-02,1.267239e-02
1.299855e-02,1.190183e-02
1.247599e-02,1.236975e-02
1.221484e-02,1.168812e-02
1.203154e-02,1.219565e-02
1.190151e-02,1.157923e-02
1.179704e-02,1.205370e-02
1.171873e-02,1.174246e-02
1.165601e-02,1.148784e-02
1.160841e-02,1.153133e-02
1.157189e-02,1.128952e-02
1.153729e-02,1.143984e-02
1.150810e-02,1.113847e-02
1.148196e-02,1.154434e-02
1.146294e-02,1.118686e-02
1.144356e-02,1.149660e-02
1.142065e-02,1.157425e-02
1.140528e-02,1.117013e-02
1.138977e-02,1.110525e-02
1.137325e-02,1.131111e-02
1.135758e-02,1.187146e-02
1.134520e-02,1.123850e-02
1.133440e-02,1.114582e-02
1.132124e-02,1.120596e-02
1.130556e-02,1.125675e-02
1.129662e-02,1.144288e-02
1.128150e-02,1.114693e-02
1.127463e-02,1.171242e-02
1.126523e-02,1.119751e-02
1.125674e-02,1.116810e-02
1.124958e-02,1.111096e-02
1.124026e-02,1.100666e-02
1.123685e-02,1.143295e-02
1.122964e-02,1.152488e-02
1.122235e-02,1.189065e-02
1.121529e-02,1.122716e-02
1.121179e-02,1.182699e-02
1.120625e-02,1.104980e-02
1.119869e-02,1.123452e-02
1.119522e-02,1.111553e-02
1.119237e-02,1.136711e-02
1.118294e-02,1.128086e-02
1.118177e-02,1.099795e-02
1.117582e-02,1.114937e-02
1.117321e-02,1.094509e-02
1.116941e-02,1.105812e-02
1.116691e-02,1.129442e-02
1.116343e-02,1.111024e-02
1.116185e-02,1.117905e-02
1.115988e-02,1.148443e-02
1.115679e-02,1.131933e-02
1.115036e-02,1.098662e-02
1.114931e-02,1.110496e-02
1.114385e-02,1.153882e-02
1.114036e-02,1.131774e-02
1.114283e-02,1.091952e-02
1.113575e-02,1.089870e-02
1.113424e-02,1.083702e-02
1.113235e-02,1.099414e-02
1.112941e-02,1.095358e-02
1.112768e-02,1.115085e-02
1.112594e-02,1.119040e-02
1.112266e-02,1.126214e-02
1.111937e-02,1.089699e-02
1.111929e-02,1.128889e-02
1.111636e-02,1.125530e-02
1.111447e-02,1.101836e-02
1.111170e-02,1.120000e-02
1.111046e-02,1.096655e-02
1.110866e-02,1.113614e-02
1.110668e-02,1.132373e-02
1.110247e-02,1.141500e-02
1.109744e-02,1.120101e-02
