train_loss,val_loss
3.207071e-02,1.590647e-02
1.314328e-02,1.397330e-02
1.087066e-02,9.297601e-03
9.895979e-03,8.605644e-03
9.356913e-03,8.113940e-03
8.929344e-03,1.018976e-02
8.647046e-03,8.328657e-03
8.405694e-03,8.319185e-03
8.187180e-03,9.251757e-03
7.981127e-03,9.557183e-03
7.889680e-03,6.837358e-03
7.801710e-03,7.449162e-03
7.648541e-03,7.443922e-03
7.598649e-03,7.785589e-03
7.468917e-03,7.185021e-03
7.427945e-03,8.038227e-03
7.340557e-03,7.858290e-03
7.297122e-03,8.687076e-03
7.210888e-03,8.490599e-03
7.187634e-03,7.084861e-03
7.132629e-03,7.619077e-03
7.108542e-03,6.650408e-03
7.036718e-03,6.848504e-03
7.026662e-03,7.213532e-03
6.986453e-03,6.999550e-03
6.944414e-03,6.393374e-03
6.895410e-03,6.521838e-03
6.882208e-03,6.435884e-03
6.860889e-03,6.211994e-03
6.832387e-03,6.511907e-03
6.816549e-03,6.841330e-03
6.775694e-03,6.352332e-03
6.746767e-03,6.278437e-03
6.732900e-03,6.756213e-03
6.683505e-03,6.692346e-03
6.679802e-03,6.878287e-03
6.667828e-03,6.144731e-03
6.632620e-03,7.072604e-03
6.606583e-03,7.317279e-03
6.587051e-03,6.104158e-03
6.580191e-03,7.532371e-03
6.565340e-03,6.257380e-03
6.551909e-03,6.187173e-03
6.532595e-03,6.382709e-03
6.493583e-03,6.045716e-03
6.481015e-03,6.567998e-03
6.477116e-03,6.604650e-03
6.479397e-03,6.354097e-03
6.423728e-03,6.358813e-03
6.422764e-03,6.495244e-03
6.421169e-03,6.140612e-03
6.400873e-03,6.815595e-03
6.390627e-03,6.034830e-03
6.377925e-03,6.793483e-03
6.353605e-03,6.130621e-03
6.351328e-03,6.287617e-03
6.342752e-03,6.307158e-03
6.308682e-03,6.436077e-03
6.294588e-03,6.881969e-03
6.298895e-03,5.836281e-03
6.285086e-03,6.534247e-03
6.290583e-03,6.398390e-03
6.278615e-03,6.585709e-03
6.243706e-03,6.763073e-03
6.226910e-03,5.695513e-03
6.228214e-03,5.964091e-03
6.232000e-03,6.659333e-03
6.226945e-03,6.186611e-03
6.193929e-03,6.371119e-03
6.197743e-03,6.009393e-03
6.189185e-03,6.367339e-03
6.177335e-03,6.005454e-03
6.160604e-03,6.564251e-03
6.168981e-03,5.968555e-03
6.152559e-03,6.040616e-03
6.149107e-03,6.553885e-03
6.141316e-03,6.013831e-03
6.149473e-03,6.489962e-03
6.122523e-03,5.904137e-03
6.114219e-03,7.054475e-03
