train_loss,val_loss
3.423689e-02,1.520909e-02
1.334999e-02,1.011733e-02
1.094279e-02,1.007794e-02
9.955341e-03,1.203328e-02
9.347440e-03,9.366489e-03
8.966419e-03,8.970873e-03
8.645071e-03,7.753485e-03
8.378072e-03,7.645090e-03
8.193053e-03,7.343035e-03
8.056730e-03,7.676357e-03
7.887797e-03,9.155538e-03
7.780873e-03,7.158654e-03
7.658364e-03,7.013622e-03
7.546782e-03,6.998482e-03
7.477647e-03,7.162517e-03
7.467667e-03,8.176170e-03
7.404037e-03,7.297188e-03
7.360633e-03,6.986456e-03
7.296092e-03,7.190502e-03
7.282489e-03,7.243972e-03
7.217453e-03,7.091727e-03
7.186550e-03,7.841064e-03
7.144490e-03,6.604595e-03
7.101416e-03,7.581433e-03
7.067330e-03,7.957876e-03
7.011991e-03,6.828819e-03
6.982519e-03,6.922820e-03
6.924769e-03,6.491707e-03
6.939106e-03,7.179684e-03
6.889558e-03,6.869666e-03
6.867985e-03,7.868418e-03
6.835220e-03,7.481092e-03
6.813880e-03,6.812533e-03
6.790375e-03,6.712905e-03
6.761771e-03,7.145678e-03
6.774261e-03,7.072833e-03
6.710706e-03,7.272005e-03
6.706576e-03,6.569057e-03
6.664609e-03,6.783702e-03
6.648935e-03,6.396201e-03
6.621848e-03,7.847411e-03
6.604420e-03,6.692331e-03
6.567624e-03,6.513023e-03
6.559546e-03,6.445114e-03
6.544898e-03,6.177228e-03
6.564391e-03,6.144169e-03
6.513031e-03,6.838737e-03
6.519582e-03,8.375442e-03
6.509332e-03,6.241015e-03
6.465957e-03,6.547438e-03
6.454122e-03,6.285642e-03
6.435594e-03,6.406113e-03
6.428344e-03,6.482582e-03
6.429160e-03,6.228198e-03
6.434850e-03,6.588558e-03
6.391193e-03,6.079934e-03
6.373717e-03,6.120870e-03
6.385937e-03,6.634547e-03
6.362346e-03,7.161545e-03
6.354881e-03,6.091969e-03
6.345760e-03,6.153000e-03
6.313617e-03,6.468076e-03
6.325054e-03,6.596654e-03
6.302227e-03,6.101155e-03
6.294871e-03,6.130007e-03
6.287864e-03,6.332402e-03
6.289436e-03,7.260688e-03
6.271143e-03,6.073742e-03
6.243686e-03,6.277810e-03
6.250253e-03,6.282420e-03
6.229814e-03,6.056700e-03
6.248165e-03,6.654217e-03
6.217938e-03,6.379228e-03
6.216111e-03,6.762859e-03
6.207381e-03,5.864937e-03
6.194448e-03,6.127509e-03
6.195319e-03,6.178859e-03
6.190654e-03,6.171420e-03
6.176839e-03,6.083460e-03
6.173914e-03,5.855916e-03
6.162358e-03,6.392432e-03
6.153014e-03,6.563449e-03
6.137653e-03,5.732451e-03
6.138437e-03,6.034475e-03
6.136374e-03,6.226892e-03
6.141916e-03,5.975965e-03
6.122351e-03,6.101584e-03
6.122975e-03,5.910397e-03
6.113421e-03,5.915293e-03
6.102465e-03,6.161856e-03
6.101534e-03,6.352917e-03
6.109994e-03,5.869244e-03
6.093500e-03,5.751861e-03
6.086743e-03,7.056471e-03
6.082012e-03,6.697405e-03
6.077343e-03,6.297432e-03
6.057466e-03,5.734459e-03
6.072831e-03,5.717260e-03
6.062752e-03,6.237955e-03
6.056200e-03,6.218530e-03
6.047674e-03,5.791980e-03
6.048272e-03,6.109923e-03
6.040679e-03,5.846184e-03
6.031297e-03,5.662429e-03
6.041154e-03,5.873802e-03
6.024313e-03,6.262841e-03
6.019002e-03,6.252639e-03
6.016026e-03,6.039301e-03
6.002940e-03,5.906292e-03
6.010071e-03,5.796950e-03
6.002651e-03,5.672508e-03
6.003564e-03,5.705038e-03
5.985305e-03,5.713706e-03
5.985271e-03,6.812760e-03
6.000835e-03,6.022213e-03
5.981104e-03,6.172195e-03
5.973069e-03,5.851113e-03
5.963066e-03,6.534461e-03
5.977954e-03,6.100819e-03
