train_loss,val_loss
3.221272e-02,1.425944e-02
1.316253e-02,1.295949e-02
1.089525e-02,9.955805e-03
9.935061e-03,9.374389e-03
9.306309e-03,8.252052e-03
8.916019e-03,8.354483e-03
8.629305e-03,7.200751e-03
8.346528e-03,8.200262e-03
8.111498e-03,8.141336e-03
8.012505e-03,9.399597e-03
7.864103e-03,6.983587e-03
7.788051e-03,7.919348e-03
7.687385e-03,7.174126e-03
7.624953e-03,7.590563e-03
7.547541e-03,7.029237e-03
7.478462e-03,7.709453e-03
7.435258e-03,7.041058e-03
7.346910e-03,7.488657e-03
7.330781e-03,7.709093e-03
7.270234e-03,7.812537e-03
7.199381e-03,8.441857e-03
7.178524e-03,6.636385e-03
7.127668e-03,6.897038e-03
7.054844e-03,7.373132e-03
7.048873e-03,6.271998e-03
7.024161e-03,7.066680e-03
7.001277e-03,7.732368e-03
6.977657e-03,7.092221e-03
6.918313e-03,6.920392e-03
6.899218e-03,7.044805e-03
6.840144e-03,6.468227e-03
6.854682e-03,6.735873e-03
6.817638e-03,6.697899e-03
6.786338e-03,6.559916e-03
6.760249e-03,6.208645e-03
6.757034e-03,6.192590e-03
6.703469e-03,7.527737e-03
6.722426e-03,6.903089e-03
6.673896e-03,6.990765e-03
6.658842e-03,7.448213e-03
6.638815e-03,6.787560e-03
6.627418e-03,7.240388e-03
6.612145e-03,6.911930e-03
6.583104e-03,6.627218e-03
6.573133e-03,6.073316e-03
6.559463e-03,6.927425e-03
6.528995e-03,6.606154e-03
6.526206e-03,6.461999e-03
6.522823e-03,6.083009e-03
6.522375e-03,6.112023e-03
6.463221e-03,6.288861e-03
6.473061e-03,6.194183e-03
6.436477e-03,6.031724e-03
6.422474e-03,6.583676e-03
6.421171e-03,6.096709e-03
6.408665e-03,6.406560e-03
6.384915e-03,6.001428e-03
6.361174e-03,6.843772e-03
6.368247e-03,6.356825e-03
6.343702e-03,6.410356e-03
6.349291e-03,6.476110e-03
6.315767e-03,7.371912e-03
6.322126e-03,5.732481e-03
6.295717e-03,6.201070e-03
6.283553e-03,6.151707e-03
6.285486e-03,6.547388e-03
6.278843e-03,6.107682e-03
6.237799e-03,6.483385e-03
6.254167e-03,6.024477e-03
6.249296e-03,7.161557e-03
6.246015e-03,6.601760e-03
6.219856e-03,6.042299e-03
6.227010e-03,6.187494e-03
6.216827e-03,5.887355e-03
6.195760e-03,5.884203e-03
6.201728e-03,6.583902e-03
6.184034e-03,6.085962e-03
6.172969e-03,5.942099e-03
