train_loss,val_loss
3.562557e-02,1.778585e-02
1.291615e-02,1.157860e-02
1.059990e-02,1.000133e-02
9.576861e-03,8.888772e-03
9.064732e-03,7.977932e-03
8.667417e-03,8.392783e-03
8.409272e-03,7.408621e-03
8.171677e-03,8.191142e-03
7.999878e-03,7.548674e-03
7.866112e-03,7.371672e-03
7.720726e-03,6.603775e-03
7.641588e-03,6.941821e-03
7.600647e-03,7.105398e-03
7.504434e-03,6.411218e-03
7.460981e-03,7.969840e-03
7.343522e-03,9.944091e-03
7.340186e-03,6.588960e-03
7.239855e-03,6.429264e-03
7.234955e-03,6.945303e-03
7.168316e-03,7.885595e-03
7.085850e-03,6.680024e-03
7.096596e-03,6.576327e-03
7.031200e-03,6.702376e-03
7.001516e-03,6.806950e-03
6.971280e-03,7.307729e-03
6.947891e-03,7.251871e-03
6.922845e-03,7.755763e-03
6.857682e-03,7.407845e-03
6.860218e-03,6.330070e-03
6.816415e-03,6.557589e-03
6.813467e-03,6.386985e-03
6.779690e-03,6.747073e-03
6.736721e-03,6.106880e-03
6.736220e-03,7.398579e-03
6.686151e-03,7.556304e-03
6.689423e-03,6.900092e-03
6.661900e-03,6.399187e-03
6.640469e-03,6.608257e-03
6.634366e-03,6.328159e-03
6.606462e-03,7.577356e-03
6.595257e-03,6.538594e-03
6.576332e-03,7.154166e-03
6.546089e-03,6.930861e-03
6.539265e-03,6.450305e-03
6.518568e-03,6.675351e-03
6.469118e-03,6.529979e-03
6.483391e-03,6.716691e-03
6.453604e-03,6.239209e-03
