train_loss,val_loss
1.020318e-02,7.379939e-03
7.174120e-03,6.595495e-03
6.733522e-03,6.324399e-03
6.475215e-03,6.905128e-03
6.306171e-03,6.112326e-03
6.180654e-03,6.167188e-03
6.089746e-03,5.966388e-03
6.020262e-03,6.057654e-03
5.959418e-03,5.867445e-03
5.913463e-03,5.976801e-03
5.883257e-03,5.427796e-03
5.853726e-03,6.025393e-03
5.826413e-03,5.752535e-03
5.801846e-03,5.548301e-03
5.780877e-03,5.779572e-03
5.761545e-03,5.676623e-03
5.747080e-03,5.859086e-03
5.734233e-03,6.005037e-03
5.713415e-03,6.475672e-03
5.701202e-03,5.667964e-03
5.684266e-03,5.497067e-03
5.673149e-03,5.829858e-03
5.660935e-03,5.467628e-03
5.654315e-03,5.491795e-03
5.645222e-03,5.539732e-03
5.636300e-03,5.603344e-03
