train_loss,val_loss
1.012978e-02,6.771077e-03
7.129767e-03,6.623747e-03
6.711242e-03,6.539985e-03
6.447962e-03,6.162966e-03
6.277956e-03,6.028123e-03
6.161379e-03,5.990272e-03
6.087363e-03,5.757981e-03
6.023771e-03,5.768883e-03
5.972704e-03,5.718841e-03
5.929190e-03,5.769436e-03
5.894073e-03,6.379894e-03
5.857349e-03,5.875645e-03
5.832486e-03,5.575581e-03
5.804829e-03,5.554337e-03
5.783808e-03,6.046252e-03
5.762041e-03,5.920323e-03
5.738486e-03,5.976354e-03
5.722761e-03,5.687146e-03
5.707356e-03,5.512608e-03
5.694229e-03,5.435416e-03
5.685932e-03,5.542790e-03
5.674677e-03,5.596069e-03
5.661300e-03,5.439865e-03
5.649805e-03,5.504205e-03
5.643959e-03,5.552878e-03
5.634640e-03,5.609890e-03
5.629148e-03,5.583260e-03
5.623736e-03,5.478454e-03
5.619232e-03,5.802554e-03
5.611283e-03,5.577453e-03
5.607748e-03,5.411416e-03
5.601500e-03,5.635872e-03
5.594355e-03,5.529879e-03
5.591261e-03,5.868140e-03
5.585678e-03,6.094696e-03
5.581895e-03,5.455383e-03
5.575797e-03,5.480019e-03
5.574281e-03,5.551520e-03
5.568924e-03,5.431778e-03
5.565974e-03,5.550898e-03
5.561814e-03,5.321830e-03
5.555991e-03,5.448576e-03
5.553561e-03,5.585128e-03
5.548287e-03,5.304455e-03
5.545535e-03,5.395562e-03
5.543389e-03,5.535548e-03
5.538590e-03,5.511802e-03
5.535957e-03,5.517405e-03
5.534408e-03,5.301065e-03
5.530626e-03,5.712016e-03
5.529542e-03,5.467791e-03
5.526531e-03,5.805274e-03
5.524179e-03,5.342075e-03
5.520870e-03,5.400355e-03
5.521574e-03,5.408729e-03
5.515501e-03,5.357157e-03
5.515382e-03,5.397151e-03
5.512268e-03,5.450304e-03
5.509980e-03,5.756563e-03
