train_loss,val_loss
9.921418e-03,8.055451e-03
6.628834e-03,6.131259e-03
6.181059e-03,5.990386e-03
5.927180e-03,5.731823e-03
5.756132e-03,5.842155e-03
5.640634e-03,5.663200e-03
5.548102e-03,5.360627e-03
5.475418e-03,5.881552e-03
5.423240e-03,5.301243e-03
5.371727e-03,5.620757e-03
5.331012e-03,5.065564e-03
5.295384e-03,5.599584e-03
5.266430e-03,5.351959e-03
5.242314e-03,5.090872e-03
5.215953e-03,5.033408e-03
5.194889e-03,5.052709e-03
5.176780e-03,5.316740e-03
5.161946e-03,5.164647e-03
5.149214e-03,5.099696e-03
5.138305e-03,5.246553e-03
5.130163e-03,4.845898e-03
5.120162e-03,5.323364e-03
5.110709e-03,5.303570e-03
5.102314e-03,4.944061e-03
5.095698e-03,5.099000e-03
5.088692e-03,5.015566e-03
5.079419e-03,4.951119e-03
5.071299e-03,4.813220e-03
5.065372e-03,5.194139e-03
5.055465e-03,5.131155e-03
5.047222e-03,4.945726e-03
5.038953e-03,4.844961e-03
5.033822e-03,4.858681e-03
5.026465e-03,5.002629e-03
5.023955e-03,4.779612e-03
5.017061e-03,4.822339e-03
5.013250e-03,4.959760e-03
5.009314e-03,4.850529e-03
5.006799e-03,4.997376e-03
5.001466e-03,5.182750e-03
4.999521e-03,5.092580e-03
4.994190e-03,4.854430e-03
4.989102e-03,4.835676e-03
4.984337e-03,4.860171e-03
4.980843e-03,5.153804e-03
4.978105e-03,4.772041e-03
4.974896e-03,5.170930e-03
4.971779e-03,4.987061e-03
4.970938e-03,4.968517e-03
4.967597e-03,5.122958e-03
