train_loss,val_loss
9.985766e-03,7.070874e-03
6.633743e-03,6.241087e-03
6.178672e-03,5.506916e-03
5.938433e-03,6.421791e-03
5.776968e-03,5.786944e-03
5.665937e-03,5.450928e-03
5.569248e-03,5.841979e-03
5.489168e-03,5.547540e-03
5.429465e-03,5.414061e-03
5.379589e-03,5.644645e-03
5.342249e-03,5.340315e-03
5.309678e-03,5.314240e-03
5.282376e-03,5.104926e-03
5.257471e-03,4.993175e-03
5.237625e-03,5.457407e-03
5.220274e-03,5.235659e-03
5.205146e-03,5.324946e-03
5.188631e-03,5.743085e-03
5.177318e-03,4.933647e-03
5.168705e-03,5.132617e-03
5.160421e-03,5.130693e-03
5.150516e-03,4.910935e-03
5.138143e-03,5.225522e-03
5.129370e-03,4.914711e-03
5.121098e-03,5.075152e-03
5.110180e-03,4.954282e-03
5.105109e-03,5.117506e-03
5.096291e-03,5.151072e-03
5.091861e-03,5.037257e-03
5.085838e-03,5.011698e-03
5.077148e-03,4.938594e-03
5.075085e-03,5.123458e-03
5.067025e-03,5.222993e-03
5.061482e-03,5.332598e-03
5.055206e-03,5.201645e-03
5.052076e-03,5.189609e-03
5.048727e-03,5.136792e-03
